timestamp,position,force_torque,joint_angles,velocity,temperature,pressure,proximity,gripper_status,load
2024-05-06 23:50:55,"{'x': 4.412453066405586, 'y': -2.37901804699921, 'z': 11.535184680355234}","{'force': {'x': 3.6639090576416677, 'y': 37.75109385482236, 'z': 42.62969683326351}, 'torque': {'x': 9.006245100066227, 'y': -7.50557764162118, 'z': -9.592433630215421}}","{'joint_1': -154.5518321378968, 'joint_2': -53.909508888460536, 'joint_3': -108.74510654534357, 'joint_4': 39.11353878194805, 'joint_5': 62.82997977482128, 'joint_6': 127.2868891305842}",3.827170928130141,15.112896381464502,1021.604155565743,far,closed,37.33346357427565
2024-05-06 23:50:56,"{'x': -2.392055195492442, 'y': 8.161810692103327, 'z': 8.340577016583797}","{'force': {'x': -13.93535822576085, 'y': 27.474563202970515, 'z': 13.641131741489986}, 'torque': {'x': 2.09783034882288, 'y': -9.36264969534994, 'z': 0.5749998124090112}}","{'joint_1': -161.52438699741694, 'joint_2': -87.31497928113721, 'joint_3': 19.655635458727573, 'joint_4': 112.22672349233403, 'joint_5': 62.34421414615369, 'joint_6': 41.477147905172785}",3.1880757239000705,54.27222491618927,1045.3120394786902,far,open,57.575843564186314
2024-05-06 23:50:57,"{'x': -5.818625200423211, 'y': 1.0080760809841731, 'z': 4.0373255621511595}","{'force': {'x': -42.740692865546926, 'y': -19.970534327537358, 'z': 44.54948634682839}, 'torque': {'x': 1.4223820366534472, 'y': -2.039705697880989, 'z': 3.6626667543756852}}","{'joint_1': 62.47891409522424, 'joint_2': -5.363226406651279, 'joint_3': -22.799386053065632, 'joint_4': -2.9970740187044953, 'joint_5': -18.062319586832302, 'joint_6': -103.14052539086812}",0.10155786991378424,75.45162988390076,869.4343983387655,far,open,92.15078196455356
2024-05-06 23:50:58,"{'x': -7.763481785666748, 'y': 2.16223871619704, 'z': 1.19326198747423}","{'force': {'x': -2.130148918522565, 'y': 5.90604207304829, 'z': -48.21714881596755}, 'torque': {'x': -3.1431522478137524, 'y': 3.8812996134017936, 'z': 7.884130757960513}}","{'joint_1': -116.96732933001414, 'joint_2': -138.23804457397318, 'joint_3': 171.92895474303413, 'joint_4': -46.3713179399588, 'joint_5': -121.3389242196699, 'joint_6': -169.9765775796541}",2.3704302174544423,7.992533477167485,1028.7140256222103,far,open,42.42144464135574
2024-05-06 23:50:59,"{'x': -2.416473887716009, 'y': -3.582936535255161, 'z': 6.487037924987695}","{'force': {'x': -9.19915634111463, 'y': 45.424218539021396, 'z': -6.72187400720874}, 'torque': {'x': -4.725449843444607, 'y': -0.14194421681037994, 'z': -5.633741466365148}}","{'joint_1': -120.66942723744853, 'joint_2': -93.8302094513421, 'joint_3': 25.441511282816492, 'joint_4': 109.58928863142438, 'joint_5': -146.67796518612028, 'joint_6': 121.98232915216391}",2.6248717306080245,1.0272234071825426,1191.383064017561,far,open,51.071671938087185
2024-05-06 23:51:00,"{'x': -8.087026169441593, 'y': -4.119279325871683, 'z': 14.443052229900077}","{'force': {'x': 49.547583817224506, 'y': 38.08805359719386, 'z': -36.18274466325854}, 'torque': {'x': -4.8503920976108255, 'y': 9.195767314741857, 'z': 2.0914089801439637}}","{'joint_1': 50.46621313604081, 'joint_2': -148.4211703773939, 'joint_3': -13.335808573133704, 'joint_4': 145.73155203859181, 'joint_5': -98.09573895708644, 'joint_6': -8.298139333924809}",4.51861803887552,27.957116084004173,1115.222572052168,near,closed,6.872137419523449
2024-05-06 23:51:01,"{'x': -6.466641943122495, 'y': -3.4192949846950533, 'z': 0.3706952074458725}","{'force': {'x': 2.1128865023301344, 'y': -48.78369933904443, 'z': 27.524115304793725}, 'torque': {'x': -8.04914153424563, 'y': -0.5025554028402439, 'z': -4.031729835046603}}","{'joint_1': -139.8834153924991, 'joint_2': 96.75083881966378, 'joint_3': -160.52800293287427, 'joint_4': 14.050497569984088, 'joint_5': -27.811810490329464, 'joint_6': 137.21121021110935}",1.100255177320596,11.06145844346964,915.0089468280794,far,closed,84.08923602663853
2024-05-06 23:51:02,"{'x': 8.62737493651062, 'y': 2.848138672458303, 'z': 11.780992912797482}","{'force': {'x': 9.840211035904886, 'y': 35.09656331920186, 'z': -14.369240081385072}, 'torque': {'x': 9.477379467348964, 'y': -7.924038023037312, 'z': -6.40293472809903}}","{'joint_1': 173.31452466022392, 'joint_2': 168.86999813819557, 'joint_3': -67.98462949682832, 'joint_4': -170.79446538245713, 'joint_5': -179.43010165761805, 'joint_6': 38.93311159717928}",0.39925716499265906,86.59006790942603,1063.1793564271493,near,open,30.39706411964147
2024-05-06 23:51:03,"{'x': 7.416671564643366, 'y': 5.810395986037051, 'z': 9.542434767203119}","{'force': {'x': -45.94296691127473, 'y': 16.334992972652984, 'z': -46.86368052280295}, 'torque': {'x': -6.004060647959513, 'y': -0.7024561416221964, 'z': -8.641540351942702}}","{'joint_1': 2.847053355125979, 'joint_2': -24.6030897418905, 'joint_3': 0.06492026242420934, 'joint_4': 141.6835822289554, 'joint_5': 118.01657946515456, 'joint_6': 75.72537376796879}",1.807137310171294,16.074729844980993,862.9525727567783,near,closed,87.29030536925929
2024-05-06 23:51:04,"{'x': -3.783359481983293, 'y': 6.1062796357336495, 'z': 8.461323157264463}","{'force': {'x': -14.698445176362597, 'y': -30.964117997302555, 'z': 19.049357460010015}, 'torque': {'x': 5.317678641464756, 'y': 2.0236837037700806, 'z': 0.5329629617273302}}","{'joint_1': -166.87680695600892, 'joint_2': -55.5474389769728, 'joint_3': 38.11675448482214, 'joint_4': -63.89622960462516, 'joint_5': 123.14624509161774, 'joint_6': -22.703212666541276}",0.4292555321395114,52.75128780279168,1118.9794729182627,near,closed,87.61121713751884
